REGISTRO;POZO;ALS;AREA;FORMACION;FechaMonitoreo;BWPD;BOPD;BFPD;BSW;PPMaverage;PPMmax;P25to45;P45to106;P106to250;P250to425;PM425;CUADRILLA
2702;4614;BM;;;22-mar;222;171,2;393,2;56,49%;56,32;61,11;64,65%;;30,82%;2,93%;1,60%;C3
2703;5048;BM;CIRA SUR;MUGROSA B;26-mar;133;32;165;80,67%;1,88;3,73;48,19%;;22,89%;13,25%;15,56%;C1
2704;5058;BM;CIRA SUR;MUGROSA B;26-mar;5;37,02;42,02;12,18%;5,37;6,41;62,04%;;33,71%;3,12%;1,13%;C1
2705;2123;PCP;CIRA SUR ;MUGROSA B;26-mar;106;94;200;53,00%;23,41;26,47;24,12%;;52,58%;20,18%;3,13%;C1
2706;2936;BM;CIRA SUR;MUGROSA B;26-mar;8;8;16;51,71%;0,86;1,34;7,32%;;60,98%;19,51%;12,20%;C1
2707;5099;BM ;CIRA SUR;MUGROSA B;27-mar;165;31,31;196,31;84,27%;1,31;5,24;59,42%;;26,96%;6,28%;7,33%;C1
2708;5049;BM;CIRA SUR;MUGROSA B;27-mar;10;31;41;24,00%;58,58;210,46;26,70%;;56,94%;12,25%;4,11%;C1
2709;5100;PCP;CIRA SUR;MUGROSA B;27-mar;59;29,54;88,54;66,47%;4,12;4,17;44,90%;;41,08%;11,15%;2,87%;C1
2710;2924;BM;CIRA SUR;MUGROSA C;27-mar;385;46,99;431,99;89,04%;20,97;41,02;84,82%;;12,63%;1,27%;1,27%;C1
2711;3626;BM;INFA SUR;ESMERALDAS - LA PAZ - MUGROSA DC;21-mar;427;42,9;469,9;90,90%;4,09;57,83;47,80%;;43,87%;7,18%;1,15%;C2
2712;4631;PCP;CIRA SUR;MUGROSA C;21-mar;497;35,7;532,7;93,33%;256,57;381,9;93,28%;;6,07%;0,59%;0,06%;C2
2713;3698;BM;INFA SUR;ESMERALDAS - LA PAZ - MUGROSA DC;22-mar;105;5,9;110,9;94,32%;6,76;9,84;34,51%;;18,35%;11,95%;35,19%;C2
2714;2676;ESP;CIRA SUR;MUGROSA C;22-mar;1115;62;1177;94,74%;39,19;56,31;54,40%;;34,74%;9,43%;1,42%;C2
2715;2649;ESP;CIRA SUR;MUGROSA C;22-mar;822;36,09;858,09;95,76%;6,78;11,59;50,36%;;25,30%;14,36%;9,98%;C2
2716;2670;ESP;CIRA SUR;MUGROSA C;22-mar;665;31,41;696,41;95,45%;1,15;1,32;49,28%;;24,64%;18,84%;7,25%;C2
2717;2929;ESP;CIRA SUR;MUGROSA C;26-mar;1721;86,29;1807,29;95,24%;3,97;4,43;35,52%;;40,00%;15,52%;8,97%;C2
2718;2693;ESP;CIRA SUR;MUGROSA C;26-mar;1182;97;1279;92,44%;2,61;2,83;53,59%;;33,01%;11,48%;1,91%;C2
2719;2139;ESP;CIRA SUR;MUGROSA C;26-mar;310;46,1;356,1;86,95%;71,06;96,9;67,25%;;29,03%;2,78%;0,94%;C2
2720;2697;ESP;CIRA SUR;MUGROSA C;26-mar;1380;70;1450;95,17%;18,41;19,92;12,43%;;29,06%;29,06%;29,44%;C2
2721;2144;ESP;CIRA SUR;MUGROSA C;27-mar;886;33,51;919,51;96,36%;8,99;10,37;18,17%;;36,48%;29,15%;16,20%;C2
2722;2157;ESP;CIRA SUR;MUGROSA C;27-mar;1720;78,39;1798,39;96,65%;231,65;277,47;32,41%;;47,90%;18,10%;1,59%;C2
2723;2695;ESP;CIRA SUR;MUGROSA C;27-mar;697;49,3;746,3;93,33%;205,08;299,61;44,43%;;40,65%;11,93%;2,99%;C2
2724;2997;ESP;CIRA SUR;MUGROSA C;27-mar;222;25;247;90,00%;3,24;5,11;49,80%;;33,06%;6,53%;10,61%;C2
2725;3432;BM;CIRA SUR;MUGROSA C;26-mar;629;59,4;688,4;91,33%;6,17;12,48;62,07%;;34,15%;3,11%;0,67%;C3
2726;2611;PCP;CIRA SUR;MUGROSA C;26-mar;457;8;465;98,33%;1,2;1,22;38,04%;;31,52%;15,22%;15,22%;C3
2727;3092;PCP;CIRA SUR;MUGROSA C;26-mar;600;123,6;723,6;82,29%;4,7;4,75;49,86%;;22,56%;16,43%;11,14%;C3
2728;3466;PCP;CIRA SUR;MUGROSA C;26-mar;6;179,7;185,7;3,00%;115,37;115,9;47,41%;;40,12%;11,34%;1,13%;C3
2729;3476;PCP;CIRA SUR;MUGROSA C;27-mar;1;39,46;40,46;2,00%;8,13;13,94;78,76%;;14,34%;3,65%;3,25%;C3
2730;2101;ESP;CIRA SUR ;MUGROSA C;27-mar;1601;98;1699;94,22%;11,17;11,35;44,98%;;39,91%;11,81%;3,31%;C3
2731;3495;TUNDRA;CIRA SUR;MUGROSA C;27-mar;0;5,3;5,3;3,00%;2,08;2,08;64,56%;;13,29%;10,76%;11,39%;C3
2732;2579;BM;CIRA SUR;MUGROSA C;27-mar;1;94;95;1,10%;0,68;0,69;36,54%;;36,54%;9,62%;17,31%;C3
2733;5050;PCP;CIRA SUR;MUGROSA B;28-mar;406;110;516;78,67%;1,76;1,9;24,06%;;42,11%;20,30%;13,53%;C1
2734;2160;BM;CIRA SUR;MUGROSA C;28-mar;1;36,2;37,2;3,00%;0,68;3,34;15,60%;;26,95%;19,15%;38,30%;C1
2735;2683;ESP;CIRA SUR;MUGROSA C;28-mar;204;35,1;239,1;85,51%;5,89;6,79;52,15%;;25,40%;9,07%;13,38%;C1
2736;1745;BM;CIRA ESTE;MUGROSA B;28-mar;1;5,55;6,55;17,00%;22,12;50,72;30,11%;;48,18%;20,89%;0,82%;C1
2737;2242;ESP;CIRA NORTE;MUGROSA C;29-mar;358;13,3;371,3;96,55%;704,52;710,76;98,22%;;1,46%;0,18%;0,15%;C1
2738;2910;TUNDRA;CIRA SUR;MUGROSA B;29-mar;542;71,4;613,4;88,43%;9,6;39,46;22,41%;;23,72%;41,01%;12,86%;C1
2739;2970;ESP;CIRA SUR;MUGROSA C;28-mar;829;124,4;953,4;86,96%;10,29;18,65;26,94%;;40,46%;28,67%;3,93%;C2
2740;2165;ESP;CIRA SUR;MUGROSA C;28-mar;822;60,1;882,1;93,17%;2,96;5,98;21,74%;;41,11%;28,06%;9,09%;C2
2741;2194;ESP;CIRA SUR;MUGROSA C;28-mar;1006;50;1056;95,29%;6,6;13,84;38,68%;;39,53%;14,74%;7,05%;C2
2742;3759;BM;INFA CENTRAL;MUGROSA C;28-mar;206;24,67;230,67;89,11%;3,67;6,56;41,94%;;34,41%;17,92%;5,73%;C2
2743;3767;BM;INFA CENTRAL;MUGROSA C;29-mar;671;35,87;706,87;94,94%;374,31;603,02;96,31%;;3,33%;0,24%;0,12%;C2
2744;3409;ESP;CIRA SUR;MUGROSA C;29-mar;335;20,8;355,8;94,23%;27,55;34,24;46,09%;;42,45%;9,89%;1,58%;C2
2745;3953;PCP;CIRA SUR;MUGROSA C;28-mar;522;43,8;565,8;92,30%;4,88;4,89;26,88%;;28,23%;15,86%;29,03%;C3
2746;2264;BM;CIRA NORTE;MUGROSA C;28-mar;798;59,12;857,12;93,10%;4,51;4,61;37,61%;;48,69%;11,95%;1,75%;C3
2747;3438;PCP;CIRA SUR;ESMERALDAS - LA PAZ - MUGROSA DC;28-mar;477;210,5;687,5;69,32%;5,09;5,12;71,32%;;17,57%;7,75%;3,36%;C3
2748;3463;PCP;CIRA SUR;ESMERALDAS - LA PAZ - MUGROSA DC;28-mar;211;87,1;298,1;70,73%;1,88;1,89;4,86%;;33,33%;30,56%;31,25%;C3
2749;2588;PCP;CIRA SUR;MUGROSA C;29-mar;1326;86,63;1412,63;93,85%;11,72;12,34;60,48%;;31,27%;5,21%;3,04%;C3
2750;3016;PCP;CIRA ESTE;MUGROSA C;29-mar;440;51,7;491,7;89,54%;126,24;127,67;68,13%;;30,79%;0,90%;0,19%;C3
2751;2868;PCP;CIRA ESTE ;MUGROSA C;29-mar;384;31,9;415,9;92,31%;4,16;6,88;74,52%;;13,13%;7,34%;5,02%;C1
2752;2627;PCP;CIRA SUR;MUGROSA C;29-mar;236;22,4;258,4;91,33%;3,53;3,65;32,69%;;53,46%;7,31%;6,54%;C1
2753;3424;ESP;CIRA SUR;ESMERALDAS - LA PAZ - MUGROSA DC;29-mar;1732;56;1788;96,88%;13,69;21,99;6,54%;;22,90%;41,64%;28,91%;C2
2754;3415;ESP;CIRA SUR;MUGROSA C;29-mar;840;88,7;928,7;90,48%;30,18;30,53;15,12%;;32,10%;24,79%;27,99%;C2
2755;2217;BM;CIRA NORTE;MUGROSA C;29-mar;779;30;809;96,30%;6,87;6,87;57,93%;;25,62%;7,84%;8,60%;C3
2756;2757;PCP;CIRA ESTE;MUGROSA C;29-mar;102;16,25;118,25;86,20%;72,73;75,38;13,11%;;71,35%;4,45%;11,09%;C3
2757;4614;BM;;;1-abr;222;171,2;393,2;56,49%;26,04;30,54;29,21%;;56,49%;11,14%;3,16%;C2
2758;2251;BM;CIRA NORTE;MUGROSA C;1-abr;839;42,7;881,7;95,15%;30,02;31,41;29,76%;;47,69%;11,78%;10,77%;C2
2759;2273;ESP;CIRA NORTE ;MUGROSA C;1-abr;704;50,5;754,5;93,27%;6,23;6,38;49,35%;;25,86%;9,05%;15,73%;C1
2760;2242;ESP;CIRA NORTE;MUGROSA C;1-abr;358;13,3;371,3;96,55%;190,75;465,99;81,33%;;17,11%;1,12%;0,44%;C1
2761;3120;BM;INFA CENTRAL;MUGROSA C;1-abr;1110;73,83;1183,83;93,79%;8,51;8,02;50,98%;;30,56%;9,48%;8,99%;C3
2762;2391;BM;INFA CENTRAL;MUGROSA B;1-abr;0;2,4;2,4;0,10%;19,72;22,74;73,37%;;13,73%;4,24%;8,67%;C3
2763;3498;BM;;;1-abr;11;359,2;370,2;3,00%;89,54;145,67;35,22%;;45,82%;18,31%;0,65%;C2
2764;1726;BM;CIRA NORTE;MUGROSA B;1-abr;85;67,5;152,5;55,69%;81,93;106,75;36,44%;;55,59%;6,57%;1,41%;C2
2765;2172;ESP;CIRA SUR;MUGROSA C;2-abr;828;88,1;916,1;90,35%;443,19;557,53;93,88%;;5,44%;0,41%;0,28%;C2
2766;3767;BM;INFA CENTRAL;MUGROSA C;2-abr;671;35,87;706,87;94,94%;54,59;74,16;30,31%;;51,03%;10,38%;8,29%;C2
2767;86;BM;CIRA ESTE;MUGROSA C;1-abr;1260;73;1333;94,50%;3,77;5,22;23,40%;;36,23%;21,89%;18,49%;C3
2768;3682;BM;INFA SUR;ESMERALDAS - LA PAZ - MUGROSA DC;1-abr;1042;62;1104;94,34%;43,27;132,2;19,74%;;44,64%;25,75%;9,87%;C3
2769;3016;BM;CIRA ESTE;MUGROSA C;2-abr;440;51,7;491,7;89,54%;12,44;21,55;82,91%;;9,50%;4,27%;3,32%;C3
2770;928;BM;CIRA SUR;MUGROSA CB;2-abr;445;0,2;445,2;100,00%;23,18;41,28;29,55%;;49,29%;15,58%;5,58%;C3
2771;3940;ESP;CIRA NORTE;MUGROSA C;1-abr;787;29,3;816,3;96,45%;201,21;397,93;6,62%;;83,05%;9,96%;0,37%;C1
2772;2826;ESP;CIRA ESTE;MUGROSA C;1-abr;903;59,7;962,7;93,75%;11,61;28,91;26,82%;;56,76%;10,94%;5,47%;C1
2773;4002;PCP;CIRA ESTE;MUGROSA C;2-abr;29;51,89;80,89;36,00%;5,27;9,01;21,66%;;46,93%;19,13%;12,27%;C1
2774;3971;ESP;;;1-abr;210;104,4;314,4;66,94%;54,64;71,5;82,56%;;15,24%;1,06%;1,13%;C1
2775;4806;ESP;;;2-abr;281;26,5;307,5;91,40%;12,42;15;23,95%;;33,03%;24,29%;18,73%;C1
2776;3969;ESP;CIRA SUR;MUGROSA C;2-abr;1492;154;1646;90,64%;85,2;175,16;41,21%;;50,62%;6,75%;1,42%;C1
2777;4805;PCP;CIRA ESTE;MUGROSA C;3-abr;1056;137;1193;88,55%;4,88;5,2;64,08%;;19,25%;9,20%;7,47%;C1
2778;2924;BM;CIRA SUR;MUGROSA C;3-abr;385;46,99;431,99;89,04%;156,7;297,99;85,88%;;12,13%;0,62%;1,38%;C1
2779;3759;BM;INFA CENTRAL;MUGROSA C;2-abr;206;24,67;230,67;89,11%;5,82;8,13;20,42%;;43,96%;27,50%;8,13%;C2
2780;2172;ESP;CIRA SUR;MUGROSA C;3-abr;828;88,1;916,1;90,35%;141,2;223,49;40,57%;;44,86%;7,78%;6,79%;C2
2781;2101;ESP;CIRA SUR;MUGROSA C;2-abr;1601;98;1699;94,22%;12,32;26,56;31,15%;;44,15%;21,55%;3,16%;C2
2782;2237;BM;CIRA NORTE;MUGROSA C;3-abr;981;28;1009;97,22%;9,48;15,61;74,32%;;17,17%;2,73%;5,78%;C2
2783;868;BM;CIRA ESTE;MUGROSA C;2-abr;675;34;709;95,19%;23,58;23,98;19,68%;;72,26%;5,23%;2,83%;C3
2784;342;BM;CIRA SUR;MUGROSA C;2-abr;785;12,8;797,8;98,36%;143,28;352,68;43,58%;;51,07%;4,51%;0,84%;C3
2785;C2PP1;ESP;CIRA SUR;MUGROSA C;3-abr;646;14,51;660,51;97,86%;13,23;32,92;42,84%;;50,48%;5,22%;1,45%;C3
2786;3957;BM;CIRA SUR;MUGROSA C;3-abr;569;46,4;615,4;92,53%;1,13;1,99;36,47%;;25,88%;14,12%;23,53%;C3
2787;2532;ESP;CIRA NORTE;MUGROSA C;3-abr;1021;97;1118;91,32%;12,47;15,57;18,08%;;42,08%;32,85%;7,06%;C2
2788;2852;BM;CIRA ESTE;MUGROSA C;3-abr;358;20,6;378,6;94,67%;27,02;38,31;57,51%;;28,03%;7,06%;7,40%;C2
2789;2541;PCP;CIRA NORTE;MUGROSA C;4-abr;527;43,1;570,1;92,37%;101,3;101,68;95,61%;;2,37%;0,93%;1,10%;C2
2790;2913;BM;CIRA SUR;MUGROSA C;4-abr;926;18,05;944,05;98,08%;11,97;16,36;62,72%;;24,85%;6,97%;5,46%;C2
2791;2868;PCP;CIRA ESTE;MUGROSA C;3-abr;384;31,9;415,9;92,31%;32,74;65,22;57,57%;;37,82%;3,01%;1,60%;C1
2792;3455;ESP;;;3-abr;310;46,1;356,1;86,95%;15,08;20,07;81,92%;;14,10%;1,76%;2,22%;C1
2793;3495;TUNDRA;CIRA SUR;MUGROSA C;4-abr;0;5,3;5,3;3,00%;11,82;12,28;1,22%;;95,77%;2,00%;1,00%;C1
2794;2211;ESP;CIRA SUR;MUGROSA C;4-abr;1357;45;1402;96,77%;633,83;781,43;61,26%;;22,11%;13,14%;3,49%;C1
2795;772;BM;CIRA SUR;COLORADO A;3-abr;0;6,85;6,85;3,00%;4,86;7,47;15,97%;;68,35%;8,96%;6,72%;C3
2796;787;BM;CIRA SUR;MUGROSA C;3-abr;390;24,48;414,48;94,12%;8,48;13,83;8,89%;;54,29%;21,11%;15,71%;C3
2797;1714;BM;CIRA SUR;MUGROSA C;4-abr;332;27,39;359,39;92,47%;6,23;6,53;23,25%;;31,89%;23,66%;21,19%;C3
2798;2757;PCP;CIRA ESTE;MUGROSA C;4-abr;102;16,25;118,25;86,20%;40,8;68,23;85,64%;;8,90%;0,79%;4,67%;C3
2799;2192;ESP;CIRA SUR;MUGROSA C;4-abr;562;24,4;586,4;95,89%;10,23;19,6;52,23%;;20,57%;10,29%;16,91%;C3
2800;1651;BM;INFA CENTRAL;MUGROSA C;4-abr;140;12,3;152,3;91,67%;15,46;21,09;18,35%;;32,16%;21,93%;27,56%;C3
2801;276;BM;CIRA SUR;LA PAZ C;5-abr;104;21,6;125,6;82,88%;65,79;68,26;47,99%;;35,09%;7,48%;9,44%;C3
2802;2122;BM;CIRA SUR;MUGROSA C;5-abr;195;18,8;213,8;91,33%;2,9;5,48;10,27%;;51,89%;20,00%;17,84%;C3
2803;3427;PCP;CIRA SUR;MUGROSA C;5-abr;760;284;1044;72,77%;15,99;19,33;30,05%;;17,51%;38,00%;14,44%;C3
2804;3466;PCP;CIRA SUR;MUGROSA C;5-abr;56;129,7;185,7;30,00%;52,07;54,47;28,03%;;54,92%;14,46%;2,59%;C3
2805;3097;PCP;CIRA SUR;MUGROSA C;4-abr;160;5,38;165,38;96,67%;22,65;27,73;28,33%;;56,67%;6,70%;8,30%;C2
2806;3378;BM;INFA NORTE;MUGROSA C;4-abr;744;10,11;754,11;98,68%;18,69;20,47;65,75%;;15,52%;4,62%;14,11%;C2
2807;4614;BM;;;5-abr;222;171,2;393,2;56,49%;3,48;4,72;19,64%;;57,09%;15,27%;8,00%;C2
2808;3385;ESP;INFA SUR;ESMERALDAS - LA PAZ - MUGROSA DC;5-abr;1267;55,49;1322,49;95,83%;1115,35;2104,7;12,51%;;28,32%;40,86%;18,32%;C2
2809;3498;BM;;;5-abr;111;259,2;370,2;30,00%;50,05;76,16;23,43%;;53,61%;21,87%;1,09%;C2
2810;1110;BM;INFA NORTE;MUGROSA C;5-abr;417;10,04;427,04;97,67%;68,84;312,44;40,30%;;44,60%;12,99%;2,11%;C2
2811;4614;BM;;;8-abr;222;171,2;393,2;56,49%;8,71;10,71;54,40%;;36,95%;5,19%;3,46%;C2
2812;2246;ESP;CIRA NORTE;MUGROSA C;8-abr;396;18,4;414,4;95,59%;21,12;21,21;60,26%;;32,28%;5,60%;1,87%;C2
2813;4637;ESP;CIRA SUR;MUGROSA C;4-abr;163;48,8;211,8;77,07%;115;157,81;14,52%;;44,33%;36,92%;4,22%;C1
2814;5103;BM;CIRA SUR;MUGROSA C;4-abr;0,36;11,78;12,14;3,00%;6,44;11,03;18,55%;;23,99%;29,23%;28,23%;C1
2815;4642;PCP;CIRA SUR;MUGROSA C;5-abr;437;25,5;462,5;94,55%;23,88;34,32;89,05%;;8,31%;1,27%;1,37%;C1
2816;4635;PCP;CIRA SUR;MUGROSA C;5-abr;697;21,5;718,5;96,97%;1125,75;1517,73;72,56%;;27,14%;0,21%;0,09%;C1
2817;4643;PCP;CIRA SUR;MUGROSA C;5-abr;71;141,5;212,5;33,33%;4,48;5,99;31,58%;;35,67%;15,20%;17,54%;C1
2818;5102;BM;CIRA SUR;MUGROSA C;5-abr;1;68,75;69,75;1,03%;31,59;66,89;46,12%;;35,81%;13,54%;4,53%;C1
2819;2114;ESP;CIRA NORTE;MUGROSA C;8-abr;498;39,44;537,44;92,59%;18,08;18,2;52,03%;;33,31%;8,64%;6,02%;C1
2820;2664;BM;CIRA NORTE;MUGROSA C;8-abr;421;30,26;451,26;93,29%;4,12;6,28;48,04%;;25,98%;14,80%;11,18%;C1
2821;2242;ESP;CIRA NORTE;MUGROSA C;8-abr;358;13;371;96,55%;8,73;43,72;68,19%;;26,55%;4,58%;0,67%;C1
2822;2273;ESP;CIRA NORTE;MUGROSA C;8-abr;704;50,5;754,5;93,27%;22,08;28,32;59,85%;;32,05%;4,83%;3,28%;C1
2823;5050;PCP;CIRA SUR;MUGROSA B;9-abr;406;110;516;78,67%;41,67;43,09;56,39%;;35,51%;5,21%;2,89%;C1
2824;2924;BM;CIRA SUR;MUGROSA C;9-abr;385;46;431;89,04%;39,1;56,96;76,84%;;17,81%;2,13%;3,23%;C1
2825;4512;PCP;;;8-abr;142;35;177;80,00%;5,33;12,56;68,12%;;18,53%;4,90%;8,45%;C3
2826;4537;PCP;;;8-abr;457;93;550;83,00%;11,19;20,27;70,28%;;27,36%;1,72%;0,64%;C3
2826,1;2391;BM;INFA CENTRAL;MUGROSA B;8-abr;0,24;2,16;2,4;100,00%;137,77;326,51;23,04%;;75,51%;1,10%;0,35%;C3
2827;2181;BM;CIRA SUR;MUGROSA C;8-abr;177;23,6;200,6;88,44%;23,12;23,13;71,55%;;22,26%;3,86%;2,33%;C3
2828;3464;PCP;CIRA SUR;MUGROSA C;9-abr;617;36;653;94,30%;65,44;67,87;66,85%;;29,72%;1,52%;1,91%;C3
2829;3650;TUNDRA;;;9-abr;526;86;612;86,00%;2,2;2,26;45,78%;;36,14%;14,46%;3,61%;C3
2830;3498;BM;;;8-abr;11;359,2;370,2;3,00%;200,92;206,37;43,70%;;40,41%;15,44%;0,44%;C2
2831;2258;BM;CIRA ESTE;MUGROSA C;8-abr;63;633,5;696,5;9,00%;16,38;21,94;68,03%;;24,49%;5,25%;2,24%;C2
2832;2172;ESP;CIRA SUR;MUGROSA C;9-abr;828;88,1;916,1;90,35%;43,28;43,45;44,56%;;44,90%;8,28%;2,26%;C2
2833;2852;BM;CIRA ESTE;MUGROSA C;9-abr;358;20;378;94,67%;35,71;82,71;84,79%;;11,11%;3,39%;0,71%;C2
2834;2256;BM;CIRA ESTE;MUGROSA C;9-abr;222;22,9;244,9;90,72%;4,78;7,24;49,42%;;20,85%;14,67%;15,06%;C3
2835;3957;BM;CIRA SUR;MUGROSA C;9-abr;569;46;615;92,53%;48,51;69,45;77,97%;;17,11%;2,87%;2,05%;C3
2836;4632;ESP;CIRA SUR;MUGROSA C;10-abr;486;33,57;519,57;93,59%;4,67;4,67;29,49%;;41,57%;8,43%;20,51%;C3
2837;2654;BM;CIRA NORTE;ESMERALDAS - LA PAZ - MUGROSA DC;10-abr;252;15;267;94,44%;422,67;733,01;34,09%;;48,98%;15,74%;1,18%;C3
2838;2123;PCP;CIRA SUR;MUGROSA B;9-abr;106;94;200;53,00%;38,45;87,55;45,60%;;48,39%;4,67%;1,34%;C1
2839;5049;BM;CIRA SUR;MUGROSA B;9-abr;10;31;41;24,00%;61,88;119,78;28,30%;;64,50%;6,28%;0,92%;C1
2840;5048;BM;CIRA SUR;MUGROSA B;10-abr;133;32;165;80,67%;2,3;2,3;16,58%;;43,43%;27,43%;12,57%;C1
2841;2278;PCP;CIRA NORTE;MUGROSA C;10-abr;633;52;685;92,31%;134,29;185,82;50,96%;;37,04%;11,32%;0,69%;C1
2842;2251;BM;CIRA NORTE;MUGROSA C;9-abr;839;42,7;881,7;95,15%;8,12;10,23;41,16%;;40,14%;12,93%;5,76%;C2
2843;1726;BM;CIRA NORTE;MUGROSA B;9-abr;85;67;152;55,69%;36,11;54,46;34,12%;;55,42%;8,87%;1,58%;C2
2844;2541;PCP;CIRA NORTE;MUGROSA C;10-abr;527;43,1;570,1;92,37%;142,93;249,28;89,34%;;8,38%;1,95%;0,34%;C2
2845;1052;ESP;CIRA ESTE;MUGROSA - COLORADO BA;10-abr;1631;81;1712;95,24%;9,89;20,41;20,22%;;16,55%;32,91%;30,33%;C2
2846;5099;BM;CIRA SUR;MUGROSA B;10-abr;165;31,31;196,31;84,27%;5,34;7,85;52,38%;;35,95%;6,43%;5,24%;C1
2847;3940;ESP;CIRA NORTE;MUGROSA C;10-abr;787;29,3;816,3;96,45%;15,91;38,25;30,70%;;61,63%;5,59%;2,08%;C1
2848;5100;PCP;CIRA SUR;MUGROSA B;11-abr;59;29,54;88,54;66,47%;34,87;63,78;72,73%;;18,36%;4,52%;4,39%;C1
2849;2936;BM;CIRA SUR;MUGROSA B;11-abr;8;8;16;51,71%;2,69;4,54;56,15%;;20,08%;11,07%;12,70%;C1
2850;5058;BM;CIRA SUR;MUGROSA B;11-abr;5;37,02;42,02;12,18%;2,44;5,14;52,25%;;26,97%;12,92%;7,87%;C1
2851;5055;BM;CIRA SUR;MUGROSA C;11-abr;1;41,87;42,87;1,34%;35,09;60,35;73,49%;;23,02%;2,41%;1,08%;C1
2852;5102;BM;CIRA SUR;MUGROSA C;12-abr;1;68,75;69,75;1,03%;2,04;4,73;44,23%;;16,03%;6,41%;33,33%;C1
2853;;;;;;;;;;;;;;;;;
2854;;;;;;;;;;;;;;;;;
2855;3385;ESP;INFA SUR;ESMERALDAS - LA PAZ - MUGROSA DC;12-abr;1267;55;1322;95,43%;437,12;795,97;2,74%;;19,81%;59,66%;17,78%;C1
2856;2253;BM;CIRA NORTE;ESMERALDAS - LA PAZ - MUGROSA DC;10-abr;214;10;224;95,19%;19,18;25,3;38,85%;;54,85%;4,38%;1,92%;C2
2857;1052;ESP;CIRA ESTE;MUGROSA - COLORADO BA;10-abr;1631;81;1712;95,24%;10,3;10,56;16,34%;;27,06%;25,23%;31,37%;C2
2858;3097;PCP;CIRA ESTE;MUGROSA C;11-abr;160;5,38;165,38;96,67%;2,51;5,32;73,71%;;17,53%;5,18%;3,59%;C2
2859;2013;BM;INFA NORTE;MUGROSA C;11-abr;357;16,2;373,2;95,75%;208,06;208,97;6,94%;;22,15%;11,16%;59,75%;C2
2860;3378;BM;INFA NORTE;MUGROSA C;11-abr;744;10;754;98,68%;1317;1352,69;99,10%;;0,73%;0,11%;0,06%;C2
2861;2013;BM;INFA NORTE;MUGROSA C;11-abr;357;16,2;373,2;95,75%;7,36;20,58;8,86%;;15,59%;10,99%;64,56%;C2
2862;2083;BM;INFA NORTE;MUGROSA C;12-abr;495;25;520;95,18%;146,55;226,96;35,11%;;40,77%;18,58%;5,54%;C2
2863;2083;BM;INFA NORTE;MUGROSA C;12-abr;495;25;520;95,18%;24,31;42,17;24,35%;;44,73%;29,44%;1,48%;C2
2864;3073;PCP;CIRA SUR;MUGROSA C;10-abr;870;169;1039;83,70%;62,7;114,53;59,93%;;28,17%;5,17%;6,73%;C3
2865;2305;BM;CIRA ESTE;MUGROSA C;10-abr;441;20,27;461,27;95,54%;3,76;6,24;28,45%;;32,32%;18,23%;20,99%;C3
2866;2757;PCP;CIRA ESTE;MUGROSA C;11-abr;102;16,25;118,25;86,20%;54,42;121,46;85,09%;;13,22%;0,83%;0,87%;C3
2867;3777;TUNDRA;INFA CENTRAL;MUGROSA C;11-abr;61;67,83;128,83;47,52%;6,91;7,37;37,26%;;28,38%;17,18%;17,18%;C3
2868;797;BM;CIRA NORTE;MUGROSA C;11-abr;508;8,49;516,49;98,27%;21,89;35,32;84,06%;;13,37%;1,63%;0,94%;C3
2869;2956;ESP;CIRA SUR;MUGROSA C;11-abr;537;29,71;566,71;94,74%;17,27;28,38;61,29%;;30,55%;5,57%;2,59%;C3
2870;2263;BM;CIRA NORTE;MUGROSA C;12-abr;331;45;376;88,16%;6,79;11,07;72,59%;;19,65%;5,01%;2,75%;C3
2871;2960;ESP;CIRA SUR;MUGROSA C;12-abr;1864;42;1906;97,78%;17,14;34,24;20,37%;;41,83%;31,79%;6,00%;C3
2872;5052;BM;CIRA SUR;MUGROSA C;15-abr;1;68,39;69,39;1,04%;3,03;3,19;53,81%;;31,36%;8,90%;5,93%;C1
2873;5105;BM;CIRA SUR;MUGROSA C;15-abr;1;16,85;17,85;6,19%;2,76;2,84;19,61%;;35,78%;22,06%;22,55%;C1
2874;4614;BM;;;15-abr;222;171,2;393,2;56,49%;17,7;19,71;11,84%;;64,15%;9,24%;14,77%;C2
2875;2105;ESP;CIRA SUR;MUGROSA C;15-abr;1452;48;1500;96,77%;55,22;56;10,45%;;66,00%;17,97%;5,58%;C2
2876;3508;BM;CIRA ESTE;MUGROSA C;15-abr;277;135;412;67,30%;11,28;24,81;67,54%;;25,50%;4,71%;2,24%;C3
2877;2757;PCP;CIRA ESTE;MUGROSA C;15-abr;102;16,22;118,22;86,20%;260,08;1127,46;80,82%;;17,81%;0,71%;0,66%;C3
2878;2273;ESP;CIRA NORTE;MUGROSA C;15-abr;704;50,5;754,5;93,27%;12,28;12,53;66,84%;;27,58%;3,37%;2,21%;C1
2879;5051;BM;CIRA SUR;MUGROSA C;15-abr;0,115;8,485;8,6;1,34%;4,56;25,93;42,93%;;20,20%;7,58%;29,29%;C1
2880;3498;BM;;;15-abr;111;259,2;370,2;30,00%;66,3;119,08;30,50%;;48,87%;19,86%;0,77%;C2
2881;2105;ESP;CIRA SUR;MUGROSA C;15-abr;1452;48;1500;96,77%;22,74;33,8;25,54%;;55,57%;12,46%;6,43%;C2
2882;4600;PCP;CIRA SUR;MUGROSA C;16-abr;236;32,9;268,9;87,80%;132,71;136,21;81,72%;;16,22%;1,50%;0,56%;C2
