NAME;TOPX;TOPY;LEASE;CURRENTTYPE;STRUCTURE;MOP
2922;1031272.21;1263987.12;2922;PROD_OIL;CIRA SOUTH;ESP
2923;1030609.61;1262252.85;2923;PROD_OIL;CIRA SOUTH;ESP
2924;1032638.09;1261964.17;2924;PROD_OIL;CIRA SOUTH;BEAM
2929;1031019.79;1262371.46;2929;PROD_OIL;CIRA SOUTH;BEAM
2930;1031882.11;1261735.85;2930;PROD_OIL;CIRA SOUTH;PROG_CAVITY
2931;1031883.1;1261742.15;2931;PROD_OIL;CIRA SOUTH;BEAM
2934;1032692.59;1265826.22;2934;PROD_OIL;CIRA NORTH;BEAM
2936;1032679.46;1262946.98;2936;PROD_OIL;B STAGE 1;BEAM
2937;1032680.19;1262952.07;2937;PROD_OIL;CIRA SOUTH;BEAM
2938;1032166.92;1262492.06;2938;PROD_OIL;CIRA SOUTH;BEAM
2940;1032220.71;1263829.68;2940;PROD_OIL;CIRA SOUTH;BEAM
2941;1032216.72;1263824.67;2941;PROD_OIL;CIRA SOUTH;ESP
2942;1030893.6;1261694.48;2942;PROD_OIL;CIRA SOUTH;BEAM
2946;1030874.73;1261690.96;2946;PROD_OIL;CIRA SOUTH;ESP
2947;1030304.09;1262232.9;2947;PROD_OIL;CIRA SOUTH;BEAM
2949;1031557.35;1264502.92;2949;PROD_OIL;CIRA SOUTH;ESP
2952;1033690.93;1263423.89;2952;PROD_OIL;CIRA EAST;ESP
2953;1035441.62;1260962.08;2953;PROD_OIL;INFANTAS NORTH;BEAM
2956;1032803.64;1263276.9;2956;PROD_OIL;CIRA SOUTH;ESP
2957;1032360.71;1263668.12;2957;PROD_OIL;CIRA SOUTH;BEAM
2959;1032797.92;1263274.05;2959;PROD_OIL;CIRA SOUTH;ESP
2960;1032509.27;1263483.53;2960;PROD_OIL;CIRA SOUTH;ESP
2962;1032460.3;1264406.47;2962;PROD_OIL;CIRA SOUTH;ESP
2963;1033115.62;1264516.26;2963;PROD_OIL;CIRA SOUTH;BEAM
2964;1033397.83;1263604.83;2964;PROD_OIL;CIRA SOUTH;ESP
2965;1032638.09;1261970.57;2965;PROD_OIL;CIRA SOUTH;BEAM
2968;1033707.8;1263772.96;2968;PROD_OIL;CIRA EAST;ESP
2969;1034403.9;1264670.76;2969;PROD_OIL;CIRA EAST;BEAM
2970;1032503.05;1263483.16;2970;PROD_OIL;CIRA SOUTH;ESP
2971;1034543.8;1264334.92;2971;PROD_OIL;CIRA EAST;BEAM
2972;1033424.33;1262859.39;2972;PROD_OIL;CIRA SOUTH;BEAM
2973;1031858.78;1266821.94;2973;PROD_OIL;CIRA NORTH;BEAM
2974;1033679.46;1263418.2;2974;PROD_OIL;CIRA EAST;PROG_CAVITY
2976;1033355.29;1264701.72;2976;PROD_OIL;CIRA SOUTH;BEAM
2977;1033349.14;1264699.95;2977;PROD_OIL;CIRA SOUTH;PROG_CAVITY
2980;1033117.78;1262369.38;2980;PROD_OIL;CIRA SOUTH;BEAM
2983;1031418.02;1265510.58;2983;PROD_OIL;CIRA NORTH;BEAM
2984;1032637.87;1266512.8;2984;PROD_OIL;CIRA NORTH;ESP
2986;1030304.89;1262213.72;2986;PROD_OIL;CIRA SOUTH;ESP
2988;1033433.01;1264010.73;2988;PROD_OIL;CIRA SOUTH;BEAM
2989;1032818.13;1264124.51;2989;PROD_OIL;CIRA SOUTH;ESP
2990;1033400.06;1263598.73;2990;PROD_OIL;CIRA SOUTH;PROG_CAVITY
2992;1031891.33;1261778.07;2992;PROD_OIL;CIRA SOUTH;BEAM
2993;1032148.61;1262495.51;2993;PROD_OIL;CIRA SOUTH;ESP
2994;1030624.32;1263200.22;2994;PROD_OIL;CIRA SOUTH;PROG_CAVITY
2995;1032185.99;1262488.7;2995;PROD_OIL;CIRA SOUTH;BEAM
2997;1032992.25;1263513.42;2997;PROD_OIL;CIRA SOUTH;ESP
3000;1033447.87;1262859.05;3000;PROD_OIL;CIRA EAST;ESP
3002;1033685.19;1263421.05;3002;PROD_OIL;CIRA EAST;BEAM
3003;1035819.37;1261771.59;3003;PROD_OIL;INFANTAS NORTH;PROG_CAVITY
3004;1035761.18;1264110.78;3004;PROD_OIL;CIRA EAST;PROG_CAVITY
3005;1034112.06;1268005.84;3005;PROD_OIL;CIRA EAST;BEAM
3006;1036000;1264915;3006;PROD_OIL;CIRA EAST;BEAM
3007;1034681;1268160;3007;PROD_OIL;CIRA EAST;BEAM
3008;1036220;1264835;3008;PROD_OIL;CIRA EAST;BEAM
3009;1035640;1264890;3009;PROD_OIL;CIRA EAST;BEAM
3010;1035590;1265105;3010;PROD_OIL;CIRA EAST;BEAM
3011;1035840;1264785;3011;PROD_OIL;CIRA EAST;BEAM
3013;1035445;1264750;3013;PROD_OIL;CIRA EAST;BEAM
3014;1035260;1264830;3014;PROD_OIL;CIRA EAST;BEAM
3015;1035134.97;1265666.68;3015;PROD_OIL;CIRA EAST;PROG_CAVITY
3016;1035200.57;1265741.51;3016;PROD_OIL;CIRA EAST;PROG_CAVITY
3017;1035186.87;1265754.97;3017;PROD_OIL;CIRA EAST;PROG_CAVITY
3018;1033222;1267837;3018;PROD_OIL;CIRA EAST;BEAM
3020;1034104.18;1267981.48;3020;PROD_OIL;CIRA EAST;ESP
3021;1035774.68;1264097.1;3021;PROD_OIL;CIRA EAST;PROG_CAVITY
3023;1035196;1265746;3023;PROD_OIL;CIRA EAST;PROG_CAVITY
3024;1035455;1264515;3024;PROD_OIL;CIRA EAST;BEAM
3025;1035406;1263621;3025;PROD_OIL;CIRA EAST;BEAM
3026;1035392.4;1265554.66;3026;PROD_OIL;CIRA EAST;PROG_CAVITY
3028;1035765;1265235;3028;PROD_OIL;CIRA EAST;BEAM
3032;1035516;1264072;3032;PROD_OIL;CIRA EAST;BEAM
3033;1033868.42;1262577.32;3033;PROD_OIL;CIRA EAST;BEAM
3034;1034790;1263315;3034;PROD_OIL;CIRA EAST;BEAM
3035;1033969.78;1264290.34;3035;PROD_OIL;CIRA EAST;BEAM
3037;1033749.82;1264285.17;3037;PROD_OIL;CIRA EAST;BEAM
3038;1034333.91;1265208.34;3038;PROD_OIL;CIRA EAST;PROG_CAVITY
3039;1033753.37;1264266.23;3039;PROD_OIL;CIRA EAST;BEAM
3040;1035288.41;1263558;3040;PROD_OIL;CIRA EAST;PROG_CAVITY
3041;1033754.43;1264259.98;3041;PROD_OIL;CIRA EAST;BEAM
3042;1034353.7;1265021.15;3042;PROD_OIL;CIRA EAST;BEAM
3043;1033747.51;1264297.76;3043;PROD_OIL;CIRA EAST;BEAM
3044;1035034.96;1264948.75;3044;PROD_OIL;CIRA EAST;PROG_CAVITY
3047;1033696.79;1268032.63;3047;PROD_OIL;CIRA EAST;BEAM
3048;1033992.28;1264267.58;3048;PROD_OIL;CIRA EAST;BEAM
3053;1033818.84;1264735.18;3053;PROD_OIL;CIRA EAST;ESP
3055;1033996.78;1264263.03;3055;PROD_OIL;CIRA EAST;BEAM
3056;1033987.78;1264272.13;3056;PROD_OIL;CIRA EAST;PROG_CAVITY
3057;1033974.28;1264285.78;3057;PROD_OIL;CIRA EAST;BEAM
3059;1033349.86;1267174.98;3059;PROD_OIL;CIRA EAST;BEAM
3060;1033347.55;1267180.85;3060;PROD_OIL;CIRA EAST;PROG_CAVITY
3061;1033345.24;1267186.76;3061;PROD_OIL;CIRA EAST;BEAM
3062;1033342.71;1267192.81;3062;PROD_OIL;CIRA EAST;PROG_CAVITY
3063;1033748.66;1264291.46;3063;PROD_OIL;CIRA EAST;BEAM
3064;1033362.32;1264965.23;3064;PROD_OIL;CIRA EAST;ESP
3065;1033123.78;1262371.78;3065;PROD_OIL;CIRA SOUTH;BEAM
3066;1032638.08;1261957.77;3066;PROD_OIL;CIRA SOUTH;BEAM
3067;1032361.04;1261962.62;3067;PROD_OIL;CIRA SOUTH;BEAM
3068;1032963.62;1263500.96;3068;PROD_OIL;CIRA SOUTH;BEAM
3069;1032959.65;1263495.72;3069;PROD_OIL;CIRA SOUTH;ESP
3070;1031348.04;1261689.85;3070;PROD_OIL;CIRA SOUTH;PROG_CAVITY
3071;1031587.3;1261213.57;3071;PROD_OIL;CIRA SOUTH;BEAM
3073;1031319.2;1260944.1;3073;PROD_OIL;CIRA SOUTH;PROG_CAVITY
3075;1032153.58;1259692.6;3075;PROD_OIL;CIRA SOUTH;BEAM
3076;1032148.9;1259688.23;3076;PROD_OIL;CIRA SOUTH;BEAM
3077;1032144.22;1259683.86;3077;PROD_OIL;CIRA SOUTH;BEAM
3078;1031538.27;1259842.5;3078;PROD_OIL;CIRA SOUTH;ESP
3081;1031373.59;1259920.75;3081;PROD_OIL;CIRA SOUTH;BEAM
3083;1031507.95;1259856.21;3083;PROD_OIL;CIRA SOUTH;PROG_CAVITY
3085;1036507;1264508;3085;PROD_OIL;CIRA EAST;BEAM
3086;1030257;1263084;3086;PROD_OIL;CIRA SOUTH;BEAM
3088;1030298;1263490;3088;PROD_OIL;CIRA SOUTH;BEAM
3092;1031370.16;1259915.35;3092;PROD_OIL;CIRA SOUTH;ESP
3093;1032337.37;1261994.66;3093;PROD_OIL;CIRA SOUTH;BEAM
3094;1030648.91;1263057.54;3094;PROD_OIL;CIRA SOUTH;BEAM
3097;1030654.99;1263059.55;3097;PROD_OIL;CIRA SOUTH;BEAM
3098;1030630.69;1263051.49;3098;PROD_OIL;CIRA SOUTH;BEAM
3300;1033970.96;1260398.41;3300;PROD_OIL;INFANTAS NORTH;ESP
3301;1033973.15;1260390.84;3301;PROD_OIL;INFANTAS NORTH;BEAM
3354;1033979.67;1260368.2;3354;PROD_OIL;INFANTAS NORTH;BEAM
3355;1033975.59;1260383.38;3355;PROD_OIL;INFANTAS NORTH;BEAM
3356;1033977.56;1260375.47;3356;PROD_OIL;INFANTAS NORTH;BEAM
3367;1034560;1261852;3367;PROD_OIL;INFANTAS NORTH;BEAM
3370;1034939;1260547.3;3370;PROD_OIL;INFANTAS NORTH;PROG_CAVITY
3401;1033308;1261977;3401;PROD_OIL;CIRA SOUTH;BEAM
3402;1032246.92;1260585.09;3402;PROD_OIL;CIRA SOUTH;BEAM
3403;1032063.63;1261582.41;3403;PROD_OIL;CIRA SOUTH;BEAM
3406;1032396.23;1261463.77;3406;PROD_OIL;CIRA SOUTH;PROG_CAVITY
3407;1032410.43;1261442.47;3407;PROD_OIL;CIRA SOUTH;BEAM
3407ST;1032410.43;1261442.47;3407ST;PROD_OIL;CIRA SOUTH;PROG_CAVITY
3409;1032384;1261471;3409;PROD_OIL;CIRA SOUTH;ESP
3410;1032081.44;1261564.05;3410;PROD_OIL;CIRA SOUTH;BEAM
3410ST;1032081.44;1261564.05;3410ST;PROD_OIL;CIRA SOUTH;BEAM
3411;1032085.92;1261559.3;3411;PROD_OIL;CIRA SOUTH;BEAM
3412;1032399.79;1261458.43;3412;PROD_OIL;CIRA SOUTH;PROG_CAVITY
3415;1032387;1261466;3415;PROD_OIL;CIRA SOUTH;ESP
3416;1032434.09;1261786.52;3416;PROD_OIL;CIRA SOUTH;BEAM
3417;1033355.09;1261552.35;3417;PROD_OIL;CIRA SOUTH;PROG_CAVITY
3419;1032072.55;1261573.1;3419;PROD_OIL;CIRA SOUTH;BEAM
3420;1032029.05;1261598.74;3420;PROD_OIL;CIRA SOUTH;PROG_CAVITY
3421;1031583.22;1261241.91;3421;PROD_OIL;CIRA SOUTH;BEAM
3422;1030599.36;1260342.16;3422;PROD_OIL;CIRA SOUTH;BEAM
3423;1032483;1260752;3423;PROD_OIL;CIRA SOUTH;BEAM
3424;1031584.4;1261247.97;3424;PROD_OIL;CIRA SOUTH;ESP
3426;1031790.03;1260892.58;3426;PROD_OIL;CIRA SOUTH;PROG_CAVITY
3427;1031777.91;1260877.54;3427;PROD_OIL;CIRA SOUTH;PROG_CAVITY
3429;1032258.01;1260591.34;3429;PROD_OIL;CIRA SOUTH;BEAM
3430;1031782.03;1260882.58;3430;PROD_OIL;CIRA SOUTH;ESP
3431;1031313.3;1260962.3;3431;PROD_OIL;CIRA SOUTH;ESP
3432;1032068.05;1261577.74;3432;PROD_OIL;CIRA SOUTH;BEAM
3434;1031581.38;1261229.16;3434;PROD_OIL;CIRA SOUTH;BEAM
3436;1031321;1260938;3436;PROD_OIL;CIRA SOUTH;ESP
3437;1031311.3;1260968.4;3437;PROD_OIL;CIRA SOUTH;ESP
3438;1031043.43;1260415.77;3438;PROD_OIL;CIRA SOUTH;PROG_CAVITY
3439;1032197.7;1260637.93;3439;PROD_OIL;CIRA SOUTH;PROG_CAVITY
3441;1030900.07;1261692.07;3441;PROD_OIL;CIRA SOUTH;ESP
3442;1030911.31;1261230.47;3442;PROD_OIL;CIRA SOUTH;BEAM
3443;1030886.49;1261236.75;3443;PROD_OIL;CIRA SOUTH;ESP
3444;1030898.9;1261233.61;3444;PROD_OIL;CIRA SOUTH;ESP
3446;1030617.24;1261273.76;3446;PROD_OIL;CIRA SOUTH;PROG_CAVITY
3447;1030610.84;1261273.85;3447;PROD_OIL;CIRA SOUTH;BEAM
3450;1031315.3;1260956.2;3450;PROD_OIL;CIRA SOUTH;ESP
3452;1030548.24;1260866.93;3452;PROD_OIL;CIRA SOUTH;ESP
3453;1030536.9;1260860.97;3453;PROD_OIL;CIRA SOUTH;ESP
3455;1030553.9;1260869.9;3455;PROD_OIL;CIRA SOUTH;ESP
3456;1030514;1260359;3456;PROD_OIL;CIRA SOUTH;BEAM
3457;1032208.09;1260645.4;3457;PROD_OIL;CIRA SOUTH;PROG_CAVITY
3458;1031356.46;1259893.73;3458;PROD_OIL;CIRA SOUTH;PROG_CAVITY
3460;1030557.04;1260359.92;3460;PROD_OIL;CIRA SOUTH;PROG_CAVITY
3461;1032192.45;1260634.27;3461;PROD_OIL;CIRA SOUTH;PROG_CAVITY
3463;1031027.04;1260405.77;3463;PROD_OIL;CIRA SOUTH;PROG_CAVITY
3464;1031113.54;1260200.29;3464;PROD_OIL;CIRA SOUTH;PROG_CAVITY
3466;1030552.21;1260371.77;3466;PROD_OIL;CIRA SOUTH;PROG_CAVITY
3467;1030596.34;1260355.11;3467;PROD_OIL;CIRA SOUTH;BEAM
3468;1031126.85;1260214.14;3468;PROD_OIL;CIRA SOUTH;PROG_CAVITY
3469;1031131.28;1260218.75;3469;PROD_OIL;CIRA SOUTH;PROG_CAVITY
3470;1031122.41;1260209.52;3470;PROD_OIL;CIRA SOUTH;PROG_CAVITY
3472;1031297.79;1259824.71;3472;PROD_OIL;CIRA SOUTH;PROG_CAVITY
3474;1031359.89;1259899.13;3474;PROD_OIL;CIRA SOUTH;PROG_CAVITY
3476;1031353.03;1259888.32;3476;PROD_OIL;CIRA SOUTH;PROG_CAVITY
3477;1030489;1260597;3477;PROD_OIL;CIRA SOUTH;BEAM
3479;1030600.52;1260350.26;3479;PROD_OIL;CIRA SOUTH;BEAM
3481;1031352.2;1259538.44;3481;PROD_OIL;CIRA SOUTH;ESP
3493;1032145.93;1262934.21;3493;PROD_OIL;CIRA SOUTH;ESP
3495;1030570.5;1260083.73;3495;PROD_OIL;CIRA SOUTH;DYNA_PUMP
3496;1031794.08;1260897.33;3496;PROD_OIL;CIRA SOUTH;BEAM
3498;1031526.43;1259882.42;3498;PROD_OIL;CIRA SOUTH;BEAM
3504;1033701;1267818;3504;PROD_OIL;CIRA EAST;BEAM
3505;1033686.84;1268024.58;3505;PROD_OIL;CIRA EAST;BEAM
3506;1034110.09;1267999.75;3506;PROD_OIL;CIRA EAST;BEAM
3507;1034648.58;1267954;3507;PROD_OIL;CIRA EAST;BEAM
3508;1034622.98;1267954;3508;PROD_OIL;CIRA EAST;BEAM
3509;1034642.18;1267954;3509;PROD_OIL;CIRA EAST;BEAM
3510;1034738;1268032;3510;PROD_OIL;CIRA EAST;BEAM
3511;1033365;1265191;3511;PROD_OIL;CIRA EAST;ESP
3514;1034654.98;1267954;3514;PROD_OIL;CIRA EAST;BEAM
3515;1033759.3;1264236.06;3515;PROD_OIL;CIRA EAST;ESP
3519;1033661;1268244;3519;PROD_OIL;CIRA EAST;BEAM
3520;1034003;1268189;3520;PROD_OIL;CIRA EAST;BEAM
3521;1034115.95;1268018.01;3521;PROD_OIL;CIRA EAST;BEAM
3522;1034108.12;1267993.66;3522;PROD_OIL;CIRA EAST;BEAM
3527;1033793;1268361;3527;PROD_OIL;CIRA EAST;BEAM
3528;1034054;1268462;3528;PROD_OIL;CIRA EAST;BEAM
3529;1034275;1268317;3529;PROD_OIL;CIRA EAST;BEAM
3532;1035842;1265742;3532;PROD_OIL;CIRA EAST;BEAM
3533;1034661.36;1267954.4;3533;PROD_OIL;CIRA EAST;BEAM
3534;1034536;1268446;3534;PROD_OIL;CIRA EAST;BEAM
3535;1033948;1268339;3535;PROD_OIL;CIRA EAST;BEAM
3536;1033696.79;1268032.63;3536;PROD_OIL;CIRA EAST;BEAM
3537;1033716.7;1268048.72;3537;PROD_OIL;CIRA EAST;BEAM
3538;1033691.81;1268028.61;3538;PROD_OIL;CIRA EAST;BEAM
3539;1035066.36;1264954.08;3539;PROD_OIL;CIRA EAST;PROG_CAVITY
3540;1035060.05;1264953.01;3540;PROD_OIL;CIRA EAST;ESP
3541;1033872;1265029;3541;PROD_OIL;CIRA EAST;BEAM
3543;1033378;1267843;3543;PROD_OIL;CIRA EAST;BEAM
3544;1033134;1267714;3544;PROD_OIL;CIRA EAST;BEAM
3545;1033184;1267570;3545;PROD_OIL;CIRA EAST;BEAM
3546;1033468;1267697;3546;PROD_OIL;CIRA EAST;BEAM
3547;1034701;1268426;3547;PROD_OIL;CIRA EAST;BEAM
3550;1035090;1264020;3550;PROD_OIL;CIRA EAST;BEAM
3552;1033216;1268132;3552;PROD_OIL;CIRA EAST;BEAM
3553;1032356.73;1268561.88;3553;PROD_OIL;CIRA NORTH;BEAM
3556;1031798;1267894;3556;PROD_OIL;CIRA NORTH;BEAM
3559;1033115.3;1267997;3559;PROD_OIL;CIRA EAST;BEAM
3560;1032356.83;1268542.68;3560;PROD_OIL;CIRA NORTH;BEAM
3561;1031871;1268336;3561;PROD_OIL;CIRA NORTH;BEAM
3562;1031896;1268476;3562;PROD_OIL;CIRA NORTH;BEAM
3563;1032224;1268494;3563;PROD_OIL;CIRA NORTH;BEAM
3577;1034758;1268293;3577;PROD_OIL;CIRA EAST;BEAM
3578;1034439;1268295;3578;PROD_OIL;CIRA EAST;BEAM
3585;1033995;1263105;3585;PROD_OIL;CIRA EAST;BEAM
3588;1035390.45;1265904.59;3588;PROD_OIL;CIRA EAST;PROG_CAVITY
3589;1034508;1265302;3589;PROD_OIL;CIRA EAST;BEAM
3590;1034654;1265423;3590;PROD_OIL;CIRA EAST;BEAM
3591;1034365.7;1265033.6;3591;PROD_OIL;CIRA EAST;PROG_CAVITY
3592;1034817;1265152;3592;PROD_OIL;CIRA EAST;BEAM
3596;1033863.69;1263681.8;3596;PROD_OIL;CIRA EAST;ESP
3597;1035389.33;1265573.68;3597;PROD_OIL;CIRA EAST;ESP
3890;1030780;1265154;3890;PROD_OIL;CIRA NORTH;BEAM
3898;1030856.63;1265450.79;3898;PROD_OIL;CIRA NORTH;PROG_CAVITY
3899;1030832;1265376;3899;PROD_OIL;CIRA NORTH;BEAM
3901;1033511.91;1269100.95;3901;PROD_OIL;CIRA NORTH;PROG_CAVITY
3902;1033516.34;1269110.64;3902;PROD_OIL;CIRA NORTH;ESP
3903;1033524.31;1269128.1;3903;PROD_OIL;CIRA NORTH;PROG_CAVITY
3904;1033526.96;1269133.92;3904;PROD_OIL;CIRA NORTH;PROG_CAVITY
3906;1033230.02;1269173.88;3906;PROD_OIL;CIRA NORTH;PROG_CAVITY
3909;1032916.65;1268745.77;3909;PROD_OIL;CIRA NORTH;ESP
3910;1033223.77;1269172.5;3910;PROD_OIL;CIRA NORTH;PROG_CAVITY
3912;1032562.46;1269006.89;3912;PROD_OIL;CIRA NORTH;PROG_CAVITY
3913;1032560.53;1269000.78;3913;PROD_OIL;CIRA NORTH;ESP
3915;1032138.28;1268781.81;3915;PROD_OIL;CIRA NORTH;PROG_CAVITY
3916;1032556.69;1268988.58;3916;PROD_OIL;CIRA NORTH;PROG_CAVITY
3917;1032558.61;1268994.68;3917;PROD_OIL;CIRA NORTH;PROG_CAVITY
3919;1032520.68;1268213.83;3919;PROD_OIL;CIRA NORTH;PROG_CAVITY
3920;1032140.17;1268787.93;3920;PROD_OIL;CIRA NORTH;PROG_CAVITY
3921;1032785.96;1267351.66;3921;PROD_OIL;CIRA NORTH;BEAM
3922;1032732;1269384;3922;PROD_OIL;CIRA NORTH;BEAM
3923;1032920.31;1268727.23;3923;PROD_OIL;CIRA NORTH;PROG_CAVITY
3924;1032956;1269413;3924;PROD_OIL;CIRA NORTH;BEAM
3926;1033531.19;1269143.07;3926;PROD_OIL;CIRA NORTH;BEAM
3927;1033217.93;1269171.16;3927;PROD_OIL;CIRA NORTH;BEAM
3928;1033279;1269298;3928;PROD_OIL;CIRA NORTH;BEAM
3929;1033534;1269457.6;3929;PROD_OIL;CIRA NORTH;BEAM
3931;1032488;1269368.6;3931;PROD_OIL;CIRA NORTH;BEAM
3935;1033938;1269144.6;3935;PROD_OIL;CIRA NORTH;BEAM
3936;1032550.87;1268970.36;3936;PROD_OIL;CIRA NORTH;PROG_CAVITY
3938;1032658.56;1267631.23;3938;PROD_OIL;CIRA NORTH;PROG_CAVITY
3940;1031488.35;1266191.97;3940;PROD_OIL;CIRA NORTH;ESP
3941;1032517.93;1268219.61;3941;PROD_OIL;CIRA NORTH;PROG_CAVITY
3942;1032515.18;1268225.38;3942;PROD_OIL;CIRA NORTH;PROG_CAVITY
3944;1032648.67;1267640.96;3944;PROD_OIL;CIRA NORTH;PROG_CAVITY
3945;1032356.68;1268568.28;3945;PROD_OIL;CIRA NORTH;BEAM
3946;1031887;1267970;3946;PROD_OIL;CIRA NORTH;BEAM
3947;1031869;1268152;3947;PROD_OIL;CIRA NORTH;BEAM
3948;1032139;1268329;3948;PROD_OIL;CIRA NORTH;BEAM
3950;1032744.02;1264248.59;3950;PROD_OIL;CIRA SOUTH;ESP
3951;1030554.25;1264807.18;3951;PROD_OIL;CIRA SOUTH;PROG_CAVITY
3953;1030611.9;1262240.2;3953;PROD_OIL;CIRA SOUTH;PROG_CAVITY
3954;1030604.44;1262314.37;3954;PROD_OIL;CIRA SOUTH;BEAM
3955;1030257.97;1261960.78;3955;PROD_OIL;CIRA SOUTH;BEAM
3956;1030649.22;1261273.84;3956;PROD_OIL;CIRA SOUTH;BEAM
3957;1030261.61;1261966.05;3957;PROD_OIL;CIRA SOUTH;BEAM
3958;1030642.82;1261273.84;3958;PROD_OIL;CIRA SOUTH;BEAM
3965;1030240;1262390;3965;PROD_OIL;CIRA SOUTH;BEAM
3966;1030230;1262220;3966;PROD_OIL;CIRA SOUTH;BEAM
3967;1030553.04;1264794.43;3967;PROD_OIL;CIRA SOUTH;PROG_CAVITY
3968;1030496.76;1264637.17;3968;PROD_OIL;CIRA SOUTH;PROG_CAVITY
3969;1030495.23;1264630.96;3969;PROD_OIL;CIRA SOUTH;BEAM
3971;1030499.82;1264649.6;3971;PROD_OIL;CIRA SOUTH;ESP
3973;1030265;1262710;3973;PROD_OIL;CIRA SOUTH;BEAM
3976;1030295;1262875;3976;PROD_OIL;CIRA SOUTH;BEAM
3977;1030495;1264705;3977;PROD_OIL;CIRA SOUTH;BEAM
3978;1030480;1264870;3978;PROD_OIL;CIRA SOUTH;BEAM
3980;1030375;1264595;3980;PROD_OIL;CIRA SOUTH;BEAM
3981;1030491.12;1263648.5;3981;PROD_OIL;CIRA SOUTH;ESP
3983;1030385;1264255;3983;PROD_OIL;CIRA SOUTH;BEAM
3986;1030472.02;1263650.5;3986;PROD_OIL;CIRA SOUTH;ESP
3989;1030875.78;1264074.91;3989;PROD_OIL;CIRA SOUTH;ESP
3991;1032150.49;1262929.98;3991;PROD_OIL;CIRA SOUTH;ESP
3992;1032446;1264654;3992;PROD_OIL;CIRA SOUTH;BEAM
3995;1031851.23;1262787.74;3995;PROD_OIL;CIRA SOUTH;BEAM
3996;1033264;1264494;3996;PROD_OIL;CIRA SOUTH;BEAM
3997;1033313;1264181;3997;PROD_OIL;CIRA SOUTH;BEAM
4000;1033174;1265973;4000;PROD_OIL;CIRA NORTH;BEAM
4001;1034721.27;1265822.04;4001;PROD_OIL;CIRA EAST;BEAM
4002;1035130.89;1265678.82;4002;PROD_OIL;CIRA EAST;PROG_CAVITY
4004;1035210.76;1265110.56;4004;PROD_OIL;CIRA EAST;PROG_CAVITY
4005;1035216.63;1265108.01;4005;PROD_OIL;CIRA EAST;PROG_CAVITY
4008;1034483.43;1267278.43;4008;PROD_OIL;CIRA EAST;BEAM
4009;1034488.06;1267282.85;4009;PROD_OIL;CIRA EAST;BEAM
4010;1034680.59;1267954.7;4010;PROD_OIL;CIRA EAST;BEAM
4012;1035061.98;1266937.81;4012;PROD_OIL;CIRA EAST;BEAM
4014;1033388;1268131;4014;PROD_OIL;CIRA EAST;BEAM
4015;1033502;1268262;4015;PROD_OIL;CIRA EAST;BEAM
4020;1032687;1268136;4020;PROD_OIL;CIRA NORTH;BEAM
4021;1033144;1269438;4021;PROD_OIL;CIRA NORTH;BEAM
4022;1032912.56;1268764.98;4022;PROD_OIL;CIRA NORTH;PROG_CAVITY
4030;1031903;1268730;4030;PROD_OIL;CIRA NORTH;BEAM
4600;1031993.08;1259729.38;4600;PROD_OIL;CIRA SOUTH;PROG_CAVITY
4601;1031991.2;1259716.72;4601;PROD_OIL;CIRA SOUTH;PROG_CAVITY
4604;1032280;1259785;4604;PROD_OIL;CIRA SOUTH;BEAM
4605;1031990.27;1259710.39;4605;PROD_OIL;CIRA SOUTH;BEAM
4606;1031988.39;1259697.73;4606;PROD_OIL;CIRA SOUTH;PROG_CAVITY
4607;1031989.33;1259704.06;4607;PROD_OIL;CIRA SOUTH;BEAM
4608;1032134.81;1259675.33;4608;PROD_OIL;CIRA SOUTH;BEAM
4609;1031816;1260255;4609;PROD_OIL;CIRA SOUTH;BEAM
4610;1031345.83;1259534.87;4610;PROD_OIL;CIRA SOUTH;BEAM
4612;1031357.7;1259541.7;4612;PROD_OIL;CIRA SOUTH;PROG_CAVITY
4613;1033070.3;1263394.02;4613;PROD_OIL;CIRA SOUTH;BEAM
4614;1031553.3;1259863.27;4614;PROD_OIL;CIRA SOUTH;BEAM
4620;1032416.53;1262518.76;4620;PROD_OIL;CIRA SOUTH;BEAM
4622;1031309.5;1260972.93;4622;PROD_OIL;CIRA SOUTH;PROG_CAVITY
4625;1031534.46;1259837.37;4625;PROD_OIL;CIRA SOUTH;PROG_CAVITY
4629;1031042.6;1264778.9;4629;PROD_OIL;CIRA SOUTH;ESP
4630;1031171.83;1264437.2;4630;PROD_OIL;CIRA SOUTH;ESP
4631;1031178.23;1264437.03;4631;PROD_OIL;CIRA SOUTH;PROG_CAVITY
4632;1031111.81;1262928.41;4632;PROD_OIL;CIRA SOUTH;ESP
4635;1032418.17;1262503.31;4635;PROD_OIL;CIRA SOUTH;PROG_CAVITY
4636;1032109;1261021;4636;PROD_OIL;CIRA SOUTH;BEAM
4637;1031304.93;1260987.83;4637;PROD_OIL;CIRA SOUTH;ESP
4639;1031766.05;1260862.77;4639;PROD_OIL;CIRA SOUTH;ESP
4641;1032241.35;1260581.92;4641;PROD_OIL;CIRA SOUTH;BEAM
4642;1031511.57;1259861.58;4642;PROD_OIL;CIRA SOUTH;PROG_CAVITY
4643;1031519;1259872;4643;PROD_OIL;CIRA SOUTH;PROG_CAVITY
4645;1031291.91;1259822.02;4645;PROD_OIL;CIRA SOUTH;PROG_CAVITY
4648;1032371;1261700;4648;PROD_OIL;CIRA SOUTH;BEAM
